,y,X_1,X_2,X_3,X_4
0,1.0,2.952150690170416,1.0565686564546026,0.6222372292433016,2.5578764708969914
1,0.0,-0.9527458211633507,-2.6127665390536805,0.08302940297371007,-0.8255019389130468
2,1.0,-0.680374614771579,0.5128626667656307,-0.4495357077500591,-0.5895072444351969
3,0.0,0.5410840286801115,0.6935177585354804,1.0744860899378332,0.4688196000113788
4,0.0,-0.7866658429591594,1.6321216353163515,-0.39117322694099704,-0.6816027572249117
5,1.0,1.090534710329029,1.1080796582177435,0.13393993546229363,0.9448884454086135
6,0.0,-2.678063061146081,0.9162691414123744,1.022337199987489,-2.3203945904565257
7,1.0,-0.6631625250117461,-0.9743065679177456,0.4694663390504268,-0.574593913771476
8,0.0,0.003552951157282269,-0.08545277299744256,0.25573282838459616,0.0030784370857891196
9,1.0,1.4975020744001517,0.3523657825876567,0.3641127594248164,1.2975033198615173
10,1.0,0.0766620966056002,1.5169520981271274,-0.5603178280672301,0.06642349720494019
11,0.0,-1.3648246275300864,0.5557740623419922,0.4410483205323471,-1.182545597446597
12,1.0,0.6935141102467791,-0.24862644075187756,-0.5689135128379644,0.6008918957768029
13,1.0,1.6109799889687082,-0.374720518877378,-1.3598224612349974,1.3958257017805153
14,0.0,0.02898355474280545,-0.1843440577078337,0.33578638807575917,0.02511265870215364
15,0.0,-1.757389341643377,2.0187634193058903,2.634182079422437,-1.5226813665583105
16,1.0,0.3399517999883439,-0.3385667662246459,-0.9715274094665644,0.2945495679893864
17,1.0,3.1393478841574645,-1.7979559409495802,-0.5052767886923,2.7200725605179352
18,1.0,0.6438461918814967,-2.0022804392967437,-0.3470298338006314,0.5578573717709655
19,1.0,0.34461343754148976,-0.7283531594281325,-2.423918579857231,0.29858862095939365
20,1.0,0.4911078643843547,1.1723674691841421,0.09310607132657023,0.42551799783252137
21,0.0,-1.2628993405447237,-0.5878868880260286,0.6877934381461713,-1.094232932975451
22,1.0,-0.07082627977784739,-0.8115263501291159,-0.6351913898880595,-0.061367082367487585
